order,imagename,col,line_nu,word_nu,glyph_nu,ocr,ocr_x1,ocr_y1,ocr_x2,ocr_y2,ocr_x3,ocr_y3,ocr_x4,ocr_y4,gt,gt_x1,gt_y1,gt_x2,gt_y2,gt_x3,gt_y3,gt_x4,gt_y4,manuscript
11528,ok/P301-Fg012-R-C01-R01-D07052014-T154011-LR924_012.jpg,1,5,7,3,ה,1300,1703,1300,1606,1232,1610,1232,1751,ה,1300,1703,1300,1606,1232,1610,1232,1751,4Q285
11553,ok/P301-Fg013-R-C01-R01-D07052014-T154752-LR924_012.jpg,1,2,5,4,ה,1494,1325,1503,1017,1419,961,1408,1356,ה,1494,1325,1503,1017,1419,961,1408,1356,4Q285
11582,ok/P304-Fg005-R-C01-R01-D29082013-T112624-LR924_012.jpg,1,2,3,1,ה,1985,1101,1993,997,1938,997,1938,1118,ה,1985,1101,1993,997,1938,997,1938,1118,4Q281
11655,ok/P308-Fg003-R-C01-R01-D16072012-T135109-LR924_012_F.jpg,1,2,11,4,ה,1168,1129,1168,1129,1168,1129,1168,1129,ה,1168,1129,1168,1129,1168,1129,1168,1129,4Q265
11676,ok/P308-Fg003-R-C01-R01-D16072012-T135109-LR924_012_F.jpg,1,3,7,4,ה,1242,1396,1250,1282,1171,1288,1165,1370,ה,1242,1396,1250,1282,1171,1288,1165,1370,4Q265
11681,ok/P308-Fg011-R-C01-R01-D16072012-T151122-LR924_012_F.jpg,1,1,1,1,ה,2741,701,2823,695,2823,794,2751,800,ה,2741,701,2823,695,2823,794,2751,800,4Q265
11686,ok/P308-Fg011-R-C01-R01-D16072012-T151122-LR924_012_F.jpg,1,2,5,1,ה,2522,1020,2531,792,2457,817,2450,1002,ה,2522,1020,2531,792,2457,817,2450,1002,4Q265
11714,ok/P308-Fg011-R-C01-R01-D16072012-T151122-LR924_012_F.jpg,1,3,9,1,ה,1211,1120,1216,1054,1069,1034,1068,1152,ה,1211,1120,1216,1054,1069,1034,1068,1152,4Q265
11728,ok/P308-Fg011-R-C01-R01-D16072012-T151122-LR924_012_F.jpg,1,4,3,1,ה,2297,1354,2302,1286,2214,1263,2209,1342,ה,2297,1354,2302,1286,2214,1263,2209,1342,4Q265
11740,ok/P308-Fg011-R-C01-R01-D16072012-T151122-LR924_012_F.jpg,1,4,9,3,ה,903,1323,908,1208,849,1217,845,1310,ה,903,1323,908,1208,849,1217,845,1310,4Q265
11757,ok/P308-Fg011-R-C01-R01-D16072012-T151122-LR924_012_F.jpg,1,5,3,1,ה,2082,1515,2086,1444,2017,1438,2018,1530,ה,2082,1515,2086,1444,2017,1438,2018,1530,4Q265
11774,ok/P308-Fg011-R-C01-R01-D16072012-T151122-LR924_012_F.jpg,1,5,11,2,ה,1053,1543,1055,1420,987,1422,985,1538,ה,1053,1543,1055,1420,987,1422,985,1538,4Q265
11776,ok/P308-Fg011-R-C01-R01-D16072012-T151122-LR924_012_F.jpg,1,5,11,4,ה,916,1541,921,1419,855,1409,849,1548,ה,916,1541,921,1419,855,1409,849,1548,4Q265
11786,ok/P308-Fg011-R-C01-R01-D16072012-T151122-LR924_012_F.jpg,1,6,1,1,ה,2571,1695,2773,1695,2773,1788,2571,1788,ה,2571,1695,2773,1695,2773,1788,2571,1788,4Q265
11796,ok/P308-Fg011-R-C01-R01-D16072012-T151122-LR924_012_F.jpg,1,6,5,1,ה,2136,1778,2138,1670,2096,1658,2091,1754,ה,2136,1778,2138,1670,2096,1658,2091,1754,4Q265
11813,ok/P308-Fg011-R-C01-R01-D16072012-T151122-LR924_012_F.jpg,1,6,13,1,ה,1235,1738,1236,1646,1181,1651,1180,1735,ה,1235,1738,1236,1646,1181,1651,1180,1735,4Q265
11829,ok/P308-Fg011-R-C01-R01-D16072012-T151122-LR924_012_F.jpg,1,6,21,1,ה,464,1733,464,1628,410,1624,410,1726,ה,464,1733,464,1628,410,1624,410,1726,4Q265
11854,ok/P308-Fg011-R-C01-R01-D16072012-T151122-LR924_012_F.jpg,1,7,11,2,ה,1436,1939,1436,1854,1362,1840,1357,1952,ה,1436,1939,1436,1854,1362,1840,1357,1952,4Q265
11875,ok/P308-Fg011-R-C01-R01-D16072012-T151122-LR924_012_F.jpg,1,8,1,1,ה,1941,2066,1973,2066,1973,2186,1955,2179,ה,1941,2066,1973,2066,1973,2186,1955,2179,4Q265
11888,ok/P315-Fg005-R-C01-R01-D18032013-T083305-LR924_012.jpg,1,1,1,2,ה,2233,1307,2226,1189,2157,1187,2157,1318,ה,2233,1307,2226,1189,2157,1187,2157,1318,4Q513
11970,ok/P320-Fg021-R-C01-R01-D18112013-T110051-LR924_012.jpg,1,7,5,5,ה,1770,1860,1781,1743,1718,1755,1709,1855,ה,1770,1860,1781,1743,1718,1755,1709,1855,4Q524
11974,ok/P320-Fg021-R-C01-R01-D18112013-T110051-LR924_012.jpg,1,8,1,4,ה,1729,2023,1746,1878,1684,1899,1690,2033,ה,1729,2023,1746,1878,1684,1899,1690,2033,4Q524
11979,ok/P320-Fg025-R-C01-R01-D18112013-T114401-LR924_012.jpg,1,2,1,1,ה,2047,1149,2061,1148,2061,1259,2057,1256,ה,2047,1149,2061,1148,2061,1259,2057,1256,4Q577
11994,ok/P320-Fg025-R-C01-R01-D18112013-T114401-LR924_012.jpg,1,4,3,1,ה,1962,1498,1955,1427,1892,1391,1892,1524,ה,1962,1498,1955,1427,1892,1391,1892,1524,4Q577
12024,ok/P320-Fg027-R-C01-R01-D18112013-T130144-LR924_012.jpg,1,3,5,1,ה,1801,1450,1804,1329,1760,1312,1756,1478,ה,1801,1450,1804,1329,1760,1312,1756,1478,4Q577
12026,ok/P320-Fg027-R-C01-R01-D18112013-T130144-LR924_012.jpg,1,3,5,3,ה,1672,1505,1689,1339,1628,1340,1625,1519,ה,1672,1505,1689,1339,1628,1340,1625,1519,4Q577
12032,ok/P320-Fg027-R-C01-R01-D18112013-T130144-LR924_012.jpg,1,4,3,1,ה,2031,1613,2039,1488,1968,1493,1961,1610,ה,2031,1613,2039,1488,1968,1493,1961,1610,4Q577
12038,ok/P320-Fg027-R-C01-R01-D18112013-T130144-LR924_012.jpg,1,5,1,1,ה,2010,1642,2092,1642,2092,1742,2010,1742,ה,2010,1642,2092,1642,2092,1742,2010,1742,4Q577
12065,ok/P321-Fg007-R-C01-R01-D20022013-T142051-LR924_012.jpg,1,4,1,1,ה,2221,1246,2320,1249,2320,1313,2230,1321,ה,2221,1246,2320,1249,2320,1313,2230,1321,4Q417
12069,ok/P321-Fg007-R-C01-R01-D20022013-T142051-LR924_012.jpg,1,5,1,1,ה,2227,1374,2324,1374,2324,1418,2227,1418,ה,2227,1374,2324,1374,2324,1418,2227,1418,4Q417
12078,ok/P321-Fg009-R-C01-R01-D20022013-T143704-LR924_012.jpg,1,2,1,1,ה,2165,1074,2365,1074,2365,1321,2165,1321,ה,2165,1074,2365,1074,2365,1321,2165,1321,4Q417
12080,ok/P321-Fg009-R-C01-R01-D20022013-T143704-LR924_012.jpg,1,2,1,3,ה,2074,1331,2059,1148,1945,1200,1960,1371,ה,2074,1331,2059,1148,1945,1200,1960,1371,4Q417
12103,ok/P321-Fg017-R-C01-R01-D21022013-T085548-LR924_012.jpg,1,1,1,4,ה,1953,964,1947,814,1872,827,1878,952,ה,1953,964,1947,814,1872,827,1878,952,4Q417
12123,ok/P321-Fg017-R-C01-R01-D21022013-T085548-LR924_012.jpg,1,3,3,4,ה,2032,1251,2026,1133,1942,1131,1944,1219,ה,2032,1251,2026,1133,1942,1131,1944,1219,4Q417
12139,ok/P321-Fg017-R-C01-R01-D21022013-T085548-LR924_012.jpg,1,4,5,1,ה,1634,1348,1634,1325,1548,1281,1548,1370,ה,1634,1348,1634,1325,1548,1281,1548,1370,4Q417
12142,ok/P321-Fg017-R-C01-R01-D21022013-T085548-LR924_012.jpg,1,4,7,2,ה,1464,1384,1460,1283,1394,1283,1398,1389,ה,1464,1384,1460,1283,1394,1283,1398,1389,4Q417
12162,ok/P321-Fg017-R-C01-R01-D21022013-T085548-LR924_012.jpg,1,6,7,1,ה,1603,1663,1604,1583,1550,1565,1550,1655,ה,1603,1663,1604,1583,1550,1565,1550,1655,4Q417
12172,ok/P326-Fg001-R-C01-R01-D17022013-T120521-LR924_012.jpg,1,2,1,4,ה,1855,1017,1873,872,1806,843,1791,966,ה,1855,1017,1873,872,1806,843,1791,966,4Q168
12182,ok/P326-Fg001-R-C01-R01-D17022013-T120521-LR924_012.jpg,1,4,3,1,ה,1983,1364,1983,1335,1900,1332,1897,1419,ה,1983,1364,1983,1335,1900,1332,1897,1419,4Q168
12184,ok/P326-Fg001-R-C01-R01-D17022013-T120521-LR924_012.jpg,1,4,3,3,ה,1849,1414,1853,1297,1766,1294,1748,1389,ה,1849,1414,1853,1297,1766,1294,1748,1389,4Q168
12247,ok/P328-Fg001-R-C01-R01-D10122012-T144331-LR924 _012.jpg,1,4,7,2,ה,1516,1818,1519,1710,1450,1709,1447,1843,ה,1516,1818,1519,1710,1450,1709,1447,1843,4Q531
12254,ok/P328-Fg001-R-C01-R01-D10122012-T144331-LR924 _012.jpg,1,4,11,3,ה,1020,1899,1015,1717,945,1724,950,1893,ה,1020,1899,1015,1717,945,1724,950,1893,4Q531
12262,ok/P328-Fg001-R-C01-R01-D10122012-T144331-LR924 _012.jpg,1,5,1,1,ה,1970,1962,2056,1962,2056,2149,1970,2149,ה,1970,1962,2056,1962,2056,2149,1970,2149,4Q531
12285,ok/P328-Fg001-R-C01-R01-D10122012-T144331-LR924 _012.jpg,1,5,9,6,ה,894,2091,896,1995,841,2016,836,2038,ה,894,2091,896,1995,841,2016,836,2038,4Q531
12288,ok/P328-Fg001-R-C01-R01-D10122012-T144331-LR924 _012.jpg,1,6,1,3,ה,1862,2236,1859,2145,1801,2154,1803,2261,ה,1862,2236,1859,2145,1801,2154,1803,2261,4Q531
12308,ok/P328-Fg001-R-C01-R01-D10122012-T144331-LR924 _012.jpg,1,7,1,5,ה,1761,2558,1765,2306,1702,2329,1700,2516,ה,1761,2558,1765,2306,1702,2329,1700,2516,4Q531
12326,ok/P330-Fg013-R-C01-R01-D01092013-T091842-LR924_012.jpg,1,3,1,1,ה,2148,1239,2218,1239,2218,1454,2148,1454,ה,2148,1239,2218,1239,2218,1454,2148,1454,4Q579
12338,ok/P330-Fg013-R-C01-R01-D01092013-T091842-LR924_012.jpg,1,4,1,1,ה,2048,1456,2103,1448,2103,1640,2081,1625,ה,2048,1456,2103,1448,2103,1640,2081,1625,4Q579
12373,ok/P331-Fg004-R-C01-R01-D27082012-T135208-LR924_012_F.jpg,1,2,5,1,ה,1628,1472,1632,1334,1563,1367,1559,1481,ה,1628,1472,1632,1334,1563,1367,1559,1481,4Q417
12385,ok/P331-Fg004-R-C01-R01-D27082012-T135208-LR924_012_F.jpg,1,3,3,5,ה,1656,1634,1665,1531,1614,1518,1604,1641,ה,1656,1634,1665,1531,1614,1518,1604,1641,4Q417
12405,ok/P331-Fg004-R-C01-R01-D27082012-T135208-LR924_012_F.jpg,1,5,1,1,ה,1783,1915,2024,1915,2024,1980,1783,1980,ה,1783,1915,2024,1915,2024,1980,1783,1980,4Q417
12408,ok/P331-Fg004-R-C01-R01-D27082012-T135208-LR924_012_F.jpg,1,5,1,4,ה,1689,1969,1691,1912,1658,1905,1653,1966,ה,1689,1969,1691,1912,1658,1905,1653,1966,4Q417
12415,ok/P331-Fg004-R-C01-R01-D27082012-T135208-LR924_012_F.jpg,1,5,3,6,ה,1324,2012,1335,1873,1280,1851,1268,2002,ה,1324,2012,1335,1873,1280,1851,1268,2002,4Q417
12447,ok/P332-Fg001-R-C01-R01-D17032013-T133304-LR924_012.jpg,1,2,5,4,ה,1679,1472,1679,1365,1605,1369,1599,1454,ה,1679,1472,1679,1365,1605,1369,1599,1454,4Q562
12452,ok/P332-Fg001-R-C01-R01-D17032013-T133304-LR924_012.jpg,1,2,7,3,ה,1413,1567,1398,1389,1337,1370,1352,1554,ה,1413,1567,1398,1389,1337,1370,1352,1554,4Q562
12454,ok/P332-Fg001-R-C01-R01-D17032013-T133304-LR924_012.jpg,1,2,7,5,ה,1313,1563,1299,1385,1245,1350,1199,1563,ה,1313,1563,1299,1385,1245,1350,1199,1563,4Q562
12491,ok/P332-Fg002-R-C01-R01-D17032013-T134152-LR924_012.jpg,1,2,7,1,ה,1790,1323,1781,1110,1722,1066,1720,1292,ה,1790,1323,1781,1110,1722,1066,1720,1292,4Q562
12508,ok/P332-Fg002-R-C01-R01-D17032013-T134152-LR924_012.jpg,1,3,1,2,ה,1977,1401,1972,1353,1913,1328,1923,1426,ה,1977,1401,1972,1353,1913,1328,1923,1426,4Q562
12522,ok/P332-Fg002-R-C01-R01-D17032013-T134152-LR924_012.jpg,1,3,7,5,ה,925,1526,922,1364,865,1391,868,1528,ה,925,1526,922,1364,865,1391,868,1528,4Q562
12541,ok/P332-Fg003-R-C01-R01-D17032013-T140821-LR924_012.jpg,1,2,9,1,ה,1746,1142,1746,997,1682,1011,1682,1139,ה,1746,1142,1746,997,1682,1011,1682,1139,4Q562
12549,ok/P332-Fg003-R-C01-R01-D17032013-T140821-LR924_012.jpg,1,3,5,1,ה,1789,1281,1789,1177,1735,1183,1735,1281,ה,1789,1281,1789,1177,1735,1183,1735,1281,4Q562
12553,ok/P332-Fg003-R-C01-R01-D17032013-T140821-LR924_012.jpg,1,3,7,1,ה,1584,1291,1588,1193,1523,1168,1516,1302,ה,1584,1291,1588,1193,1523,1168,1516,1302,4Q562
12562,ok/P332-Fg003-R-C01-R01-D17032013-T140821-LR924_012.jpg,1,4,1,1,ה,1632,1359,1677,1352,1677,1461,1643,1452,ה,1632,1359,1677,1352,1677,1461,1643,1452,4Q562
12583,ok/P332-Fg003-R-C01-R01-D17032013-T140821-LR924_012.jpg,1,5,5,2,ה,1049,1572,1050,1544,1004,1493,998,1617,ה,1049,1572,1050,1544,1004,1493,998,1617,4Q562
12594,ok/P335-Fg001-R-C01-R01-D05022014-T140031-LR924_012.jpg,1,2,1,1,ה,2219,1267,2336,1267,2336,1366,2219,1366,ה,2219,1267,2336,1267,2336,1366,2219,1366,4Q394
12596,ok/P335-Fg001-R-C01-R01-D05022014-T140031-LR924_012.jpg,1,2,1,3,ה,2148,1356,2160,1355,2088,1241,2077,1355,ה,2148,1356,2160,1355,2088,1241,2077,1355,4Q394
12598,ok/P335-Fg001-R-C01-R01-D05022014-T140031-LR924_012.jpg,1,2,3,1,ה,1680,1361,1685,1242,1590,1215,1585,1333,ה,1680,1361,1685,1242,1590,1215,1585,1333,4Q394
12616,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,1,3,1,ה,1708,439,1711,354,1664,354,1655,415,ה,1708,439,1711,354,1664,354,1655,415,4Q372
12624,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,2,3,1,ה,1735,591,1729,480,1574,491,1566,543,ה,1735,591,1729,480,1574,491,1566,543,4Q372
12630,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,2,5,5,ה,1415,576,1425,452,1367,460,1366,533,ה,1415,576,1425,452,1367,460,1366,533,4Q372
12632,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,2,7,1,ה,1339,543,1340,456,1300,416,1298,554,ה,1339,543,1340,456,1300,416,1298,554,4Q372
12636,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,2,9,2,ה,659,576,656,489,614,489,618,574,ה,659,576,656,489,614,489,618,574,4Q372
12648,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,3,5,2,ה,1532,718,1541,563,1488,580,1481,701,ה,1532,718,1541,563,1488,580,1481,701,4Q372
12662,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,4,1,1,ה,2570,809,2663,809,2663,896,2570,896,ה,2570,809,2663,809,2663,896,2570,896,4Q372
12669,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,4,3,2,ה,2305,943,2307,750,2268,768,2267,932,ה,2305,943,2307,750,2268,768,2267,932,4Q372
12673,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,4,5,2,ה,1526,856,1530,754,1468,719,1463,853,ה,1526,856,1530,754,1468,719,1463,853,4Q372
12676,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,4,5,5,ה,1387,851,1392,716,1329,739,1325,839,ה,1387,851,1392,716,1329,739,1325,839,4Q372
12702,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,5,5,4,ה,2278,1058,2280,970,2227,977,2225,1050,ה,2278,1058,2280,970,2227,977,2225,1050,4Q372
12772,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,6,15,5,ה,1452,1150,1460,1038,1414,1048,1407,1143,ה,1452,1150,1460,1038,1414,1048,1407,1143,4Q372
12797,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,7,1,2,ה,2700,1330,2705,1209,2659,1206,2653,1340,ה,2700,1330,2705,1209,2659,1206,2653,1340,4Q372
12799,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,7,1,4,ה,2626,1333,2631,1216,2575,1224,2571,1323,ה,2626,1333,2631,1216,2575,1224,2571,1323,4Q372
12834,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,7,17,2,ה,1375,1264,1379,1179,1333,1180,1330,1247,ה,1375,1264,1379,1179,1333,1180,1330,1247,4Q372
12887,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,9,1,2,ה,2552,1562,2560,1562,2527,1546,2527,1571,ה,2552,1562,2560,1562,2527,1546,2527,1571,4Q372
12907,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,9,11,2,ה,1808,1620,1811,1509,1768,1499,1766,1599,ה,1808,1620,1811,1509,1768,1499,1766,1599,4Q372
12931,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,10,3,3,ה,2408,1755,2406,1663,2354,1691,2356,1763,ה,2408,1755,2406,1663,2354,1691,2356,1763,4Q372
12934,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,10,5,2,ה,2293,1756,2291,1664,2239,1677,2241,1757,ה,2293,1756,2291,1664,2239,1677,2241,1757,4Q372
12953,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,10,13,1,ה,1548,1749,1552,1672,1510,1669,1507,1735,ה,1548,1749,1552,1672,1510,1669,1507,1735,4Q372
12986,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,11,11,2,ה,1612,1889,1616,1797,1567,1794,1564,1869,ה,1612,1889,1616,1797,1567,1794,1564,1869,4Q372
12990,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,11,13,3,ה,1433,1885,1439,1798,1381,1786,1375,1862,ה,1433,1885,1439,1798,1381,1786,1375,1862,4Q372
13003,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,12,3,1,ה,2561,2149,2549,1951,2517,1959,2528,2153,ה,2561,2149,2549,1951,2517,1959,2528,2153,4Q372
13037,ok/P337-Fg002-R-C01-R01-D03092012-T111158-LR924_012_F.jpg,1,12,19,2,ה,1305,2118,1311,1945,1262,1946,1257,2106,ה,1305,2118,1311,1945,1262,1946,1257,2106,4Q372
13042,ok/P337-Fg008-R-C01-R01-D03092012-T125523-LR924_012_F.jpg,1,1,1,1,ה,1774,870,1871,870,1871,992,1774,992,ה,1774,870,1871,870,1871,992,1774,992,4Q372
13045,ok/P337-Fg008-R-C01-R01-D03092012-T125523-LR924_012_F.jpg,1,1,3,2,ה,1718,1022,1688,854,1642,838,1678,1041,ה,1718,1022,1688,854,1642,838,1678,1041,4Q372
13085,ok/P337-Fg008-R-C01-R01-D03092012-T125523-LR924_012_F.jpg,1,5,1,4,ה,2294,1534,2286,1434,2238,1435,2247,1552,ה,2294,1534,2286,1434,2238,1435,2247,1552,4Q372
13116,ok/P337-Fg008-R-C01-R01-D03092012-T125523-LR924_012_F.jpg,1,7,3,3,ה,2294,1827,2292,1704,2245,1718,2246,1804,ה,2294,1827,2292,1704,2245,1718,2246,1804,4Q372
13131,ok/P337-Fg008-R-C01-R01-D03092012-T125523-LR924_012_F.jpg,1,8,3,6,ה,2183,1969,2188,1856,2132,1873,2130,1938,ה,2183,1969,2188,1856,2132,1873,2130,1938,4Q372
13155,ok/P337-Fg014-R-C01-R01-D03092012-T134614-LR924_012_F.jpg,1,3,5,3,ה,1737,1470,1741,1349,1672,1343,1669,1437,ה,1737,1470,1741,1349,1672,1343,1669,1437,4Q372
13200,ok/P337-Fg018-R-C01-R01-D03092012-T142302-LR924_012_F.jpg,1,5,5,1,ה,1898,1746,1903,1615,1861,1612,1854,1762,ה,1898,1746,1903,1615,1861,1612,1854,1762,4Q372
13209,ok/P337-Fg020-R-C01-R01-D03092012-T145144-LR924_012_F.jpg,1,1,3,5,ה,1821,1152,1828,1028,1790,986,1782,1134,ה,1821,1152,1828,1028,1790,986,1782,1134,4Q372
13238,ok/P339-Fg005-R-C01-R01-D01042014-T143040-LR924_012.jpg,1,4,1,1,ה,2224,1182,2329,1188,2329,1337,2237,1328,ה,2224,1182,2329,1188,2329,1337,2237,1328,4Q382
13248,ok/P339-Fg005-R-C01-R01-D01042014-T143040-LR924_012.jpg,1,6,1,1,ה,2212,1525,2345,1525,2345,1800,2212,1800,ה,2212,1525,2345,1525,2345,1800,2212,1800,4Q382
13254,ok/P339-Fg006-R-C01-R01-D01042014-T143950-LR924_012.jpg,1,1,1,1,ה,1877,703,1997,705,1997,836,1890,847,ה,1877,703,1997,705,1997,836,1890,847,4Q382
13276,ok/P339-Fg014-R-C01-R01-D02042014-T093836-LR924_012.jpg,1,1,1,1,ה,2688,1627,2764,1646,2764,1627,2685,1646,ה,2688,1627,2764,1646,2764,1627,2685,1646,4Q382
13301,ok/P339-Fg014-R-C01-R01-D02042014-T093836-LR924_012.jpg,1,3,3,3,ה,2142,1298,2294,1298,2250,1146,2144,1146,ה,2142,1298,2294,1298,2250,1146,2144,1146,4Q382
13309,ok/P339-Fg014-R-C01-R01-D02042014-T093836-LR924_012.jpg,1,4,1,1,ה,2116,1333,2151,1333,2151,1331,2116,1331,ה,2116,1333,2151,1333,2151,1331,2116,1331,4Q382
13321,ok/P339-Fg014-R-C01-R01-D02042014-T093836-LR924_012.jpg,1,6,1,1,ה,1707,1361,1745,1361,1745,1357,1707,1357,ה,1707,1361,1745,1361,1745,1357,1707,1357,4Q382
13346,ok/P339-Fg014-R-C01-R01-D02042014-T093836-LR924_012.jpg,1,9,3,1,ה,1085,1314,1179,1310,1193,1249,1090,1254,ה,1085,1314,1179,1310,1193,1249,1090,1254,4Q382
13357,ok/P339-Fg016-R-C01-R01-D02042014-T095455-LR924_012.jpg,1,1,1,4,ה,2009,1022,2017,887,1936,844,1927,997,ה,2009,1022,2017,887,1936,844,1927,997,4Q382
13364,ok/P339-Fg016-R-C01-R01-D02042014-T095455-LR924_012.jpg,1,3,1,2,ה,2051,1368,2048,1305,1931,1230,1906,1373,ה,2051,1368,2048,1305,1931,1230,1906,1373,4Q382
13370,ok/P339-Fg016-R-C01-R01-D02042014-T095455-LR924_012.jpg,1,5,1,3,ה,1929,1733,1937,1592,1864,1633,1859,1726,ה,1929,1733,1937,1592,1864,1633,1859,1726,4Q382
13375,ok/P339-Fg020-R-C01-R01-D02042014-T102559-LR924_012.jpg,1,1,2,1,ה,2057,1043,2057,981,1987,950,1995,1043,ה,2057,1043,2057,981,1987,950,1995,1043,4Q382
13381,ok/P339-Fg020-R-C01-R01-D02042014-T102559-LR924_012.jpg,1,2,1,1,ה,2179,979,2394,980,2394,1222,2197,1229,ה,2179,979,2394,980,2394,1222,2197,1229,4Q382
13384,ok/P339-Fg020-R-C01-R01-D02042014-T102559-LR924_012.jpg,1,2,3,2,ה,2118,1202,2109,1050,2052,1045,2063,1215,ה,2118,1202,2109,1050,2052,1045,2063,1215,4Q382
13397,ok/P339-Fg020-R-C01-R01-D02042014-T102559-LR924_012.jpg,1,3,3,1,ה,2084,1438,2083,1214,2017,1245,2018,1438,ה,2084,1438,2083,1214,2017,1245,2018,1438,4Q382
13400,ok/P339-Fg020-R-C01-R01-D02042014-T102559-LR924_012.jpg,1,3,3,4,ה,1882,1343,1889,1235,1807,1238,1800,1328,ה,1882,1343,1889,1235,1807,1238,1800,1328,4Q382
13403,ok/P339-Fg020-R-C01-R01-D02042014-T102559-LR924_012.jpg,1,4,1,3,ה,2130,1796,2147,1633,2063,1616,2045,1779,ה,2130,1796,2147,1633,2063,1616,2045,1779,4Q382
13412,ok/P340-Fg002-R-C01-R01-D24042014-T092232-LR924_012.jpg,1,2,1,4,ה,1733,923,1732,778,1671,794,1672,925,ה,1733,923,1732,778,1671,794,1672,925,4Q382
13434,ok/P340-Fg002-R-C01-R01-D24042014-T092232-LR924_012.jpg,1,5,3,1,ה,1723,1355,1726,1239,1676,1267,1673,1370,ה,1723,1355,1726,1239,1676,1267,1673,1370,4Q382
13438,ok/P340-Fg002-R-C01-R01-D24042014-T092232-LR924_012.jpg,1,6,1,1,ה,1812,1486,1907,1486,1907,1571,1812,1571,ה,1812,1486,1907,1486,1907,1571,1812,1571,4Q382
13448,ok/P340-Fg002-R-C01-R01-D24042014-T092232-LR924_012.jpg,1,7,1,6,ה,1635,1737,1638,1608,1587,1614,1585,1765,ה,1635,1737,1638,1608,1587,1614,1585,1765,4Q382
13451,ok/P340-Fg002-R-C01-R01-D24042014-T092232-LR924_012.jpg,1,7,3,2,ה,1501,1828,1505,1583,1438,1604,1434,1815,ה,1501,1828,1505,1583,1438,1604,1434,1815,4Q382
13452,ok/P340-Fg003-R-C01-R01-D24042014-T093048-LR924_012.jpg,1,1,1,1,ה,1851,724,1993,724,1993,951,1851,951,ה,1851,724,1993,724,1993,951,1851,951,4Q382
13467,ok/P340-Fg003-R-C01-R01-D24042014-T093048-LR924_012.jpg,1,4,1,1,ה,1851,1319,1964,1319,1964,1444,1851,1444,ה,1851,1319,1964,1319,1964,1444,1851,1444,4Q382
13477,ok/P340-Fg008-R-C01-R01-D24042014-T085552-LR924_012.jpg,1,1,1,2,ה,1829,781,1824,627,1759,636,1765,809,ה,1829,781,1824,627,1759,636,1765,809,4Q382
13481,ok/P340-Fg008-R-C01-R01-D24042014-T085552-LR924_012.jpg,1,2,1,2,ה,1885,982,1894,842,1836,827,1826,980,ה,1885,982,1894,842,1836,827,1826,980,4Q382
13493,ok/P340-Fg008-R-C01-R01-D24042014-T085552-LR924_012.jpg,1,4,1,1,ה,1859,1173,1939,1173,1939,1248,1859,1248,ה,1859,1173,1939,1173,1939,1248,1859,1248,4Q382
13495,ok/P340-Fg008-R-C01-R01-D24042014-T085552-LR924_012.jpg,1,4,3,1,ה,1834,1245,1838,1153,1782,1160,1778,1250,ה,1834,1245,1838,1153,1782,1160,1778,1250,4Q382
13510,ok/P340-Fg008-R-C01-R01-D24042014-T085552-LR924_012.jpg,1,6,1,2,ה,1935,1564,1931,1468,1861,1479,1858,1552,ה,1935,1564,1931,1468,1861,1479,1858,1552,4Q382
13526,ok/P340-Fg008-R-C01-R01-D24042014-T085552-LR924_012.jpg,1,7,1,7,ה,1551,1756,1547,1614,1467,1629,1453,1787,ה,1551,1756,1547,1614,1467,1629,1453,1787,4Q382
